latest_survival_date,year_completed,blk_no,street,max_floor_lvl,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,other_sold,is_demolished,latitude,longitude,car_park_no,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement
2020-04-24,1984,932,tampines st 91,9,tap,84,0,0,0,20,64,0,0,0,1.34560021,103.9394413,t39,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1984,931,tampines st 91,4,tap,32,0,0,0,32,0,0,0,0,1.345872598,103.9391072,t39,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1984,930,tampines st 91,13,tap,119,0,0,70,48,0,1,0,0,1.34596292,103.9396148,t39,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1984,922,tampines st 91,13,tap,96,0,0,0,18,78,0,0,0,1.347495105,103.9407628,t39,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1988,937,tampines ave 5,11,tap,50,0,0,0,0,0,50,0,0,1.347239555,103.9416375,t39,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1988,939,tampines ave 5,12,tap,68,0,0,0,34,34,0,0,0,1.348111064,103.941242,t39,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1988,936,tampines ave 5,11,tap,110,0,0,0,58,52,0,0,0,1.346481995,103.9416998,t39,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1988,940,tampines ave 5,9,tap,88,0,0,0,0,0,88,0,0,1.349169838,103.9414212,t39,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1988,938,tampines ave 5,9,tap,52,0,0,0,0,0,52,0,0,1.347904499,103.9417254,t39,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1982,117,yishun ring rd,9,ys,128,0,0,80,48,0,0,0,0,1.435558747,103.8276991,y3,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1982,116,yishun ring rd,9,ys,152,0,0,104,48,0,0,0,0,1.4350275019999998,103.8281349,y3,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1982,118,yishun ring rd,9,ys,144,0,0,96,48,0,0,0,0,1.435987078,103.8286415,y3,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1984,119,yishun ring rd,4,ys,24,0,0,16,8,0,0,0,0,1.435392995,103.8291771,y3,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1985,112,yishun ring rd,16,ys,120,0,0,60,60,0,0,0,0,1.434168645,103.829055,y3,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1985,113,yishun ring rd,9,ys,111,0,0,62,48,1,0,0,0,1.4351358019999998,103.8288732,y3,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1985,110,yishun ring rd,16,ys,171,0,0,100,71,0,0,0,0,1.433760579,103.8289934,y3,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1985,120,yishun ring rd,13,ys,120,0,0,0,78,42,0,0,0,1.434821388,103.8293478,y3,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1982,241,jurong east st 24,13,je,215,0,0,190,24,0,1,0,0,1.341481293,103.7429734,j9,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1982,243,jurong east st 24,12,je,132,0,0,88,44,0,0,0,0,1.342064065,103.7433067,j9,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1982,242,jurong east st 24,4,je,12,0,0,12,0,0,0,0,0,1.341903505,103.7427969,j9,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1982,244,jurong east st 24,13,je,236,0,0,172,64,0,0,0,0,1.342065898,103.7416242,j9,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1982,245,jurong east st 24,10,je,89,0,0,52,36,1,0,0,0,1.341680798,103.7417833,j9,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1982,208,jurong east st 21,8,je,111,0,0,68,42,1,0,0,0,1.3384364,103.74266690000002,j5,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1982,207,jurong east st 21,8,je,112,0,0,56,56,0,0,0,0,1.337890377,103.7424281,j5,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1982,205,jurong east st 21,10,je,90,0,0,54,36,0,0,0,0,1.3375644009999998,103.7428811,j5,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1998,288b,jurong east st 21,16,je,72,0,0,0,42,30,0,0,0,1.338936352,103.7428809,j5,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1982,54,cassia cres,13,gl,168,0,0,72,96,0,0,0,0,1.310048006,103.8846782,k52,surface car park,electronic parking,whole day,no,yes,0,0.0,n
2020-04-24,2016,52,cassia cres,18,gl,584,0,9,83,0,0,0,492,0,1.310672218,103.8850317,k52,surface car park,electronic parking,whole day,no,yes,0,0.0,n
2020-04-24,1982,208,bt batok st 21,13,bb,119,0,0,70,48,0,1,0,0,1.345903105,103.7488118,u12,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,3.8,n
2020-04-24,1982,207,bt batok st 21,13,bb,115,0,0,69,46,0,0,0,0,1.3462486619999998,103.7493822,u12,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,3.8,n
2020-04-24,1982,206,bt batok st 21,13,bb,120,0,0,72,48,0,0,0,0,1.346671926,103.7493835,u12,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,3.8,n
2020-04-24,1984,211,bt batok st 21,13,bb,192,0,0,0,192,0,0,0,0,1.346802134,103.7503002,u12,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,3.8,n
2020-04-24,1984,204,bt batok st 21,13,bb,96,0,0,0,96,0,0,0,0,1.347558656,103.7498872,u12,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,3.8,n
2020-04-24,1984,205,bt batok st 21,13,bb,120,0,0,72,48,0,0,0,0,1.3471217290000002,103.7500573,u12,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,3.8,n
2020-04-24,1984,209,bt batok st 21,13,bb,120,0,0,0,120,0,0,0,0,1.34548843,103.748738,u12,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,3.8,n
2020-04-24,1985,203,bt batok st 21,25,bb,128,0,0,3,29,96,0,0,0,1.3473325859999998,103.7489904,u12,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,3.8,n
2020-04-24,1985,201,bt batok st 21,25,bb,128,0,0,3,29,96,0,0,0,1.345862539,103.7479058,u12,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,3.8,n
2020-04-24,1982,108,hougang ave 1,4,hg,70,0,0,66,4,0,0,0,0,1.3527739330000002,103.8900932,hg10,surface car park,electronic parking,whole day,no,yes,0,4.5,n
2020-04-24,1982,106,hougang ave 1,4,hg,51,0,0,41,9,0,0,1,0,1.353702971,103.8906808,hg10,surface car park,electronic parking,whole day,no,yes,0,4.5,n
2020-04-24,1983,104,hougang ave 1,4,hg,8,0,0,8,0,0,0,0,0,1.3547843869999998,103.8903185,hg10,surface car park,electronic parking,whole day,no,yes,0,4.5,n
2020-04-24,1983,103,hougang ave 1,13,hg,81,0,0,0,30,51,0,0,0,1.355282234,103.8903601,hg10,surface car park,electronic parking,whole day,no,yes,0,4.5,n
2020-04-24,1983,102,hougang ave 1,13,hg,90,0,0,19,71,0,0,0,0,1.3549644630000002,103.8908551,hg10,surface car park,electronic parking,whole day,no,yes,0,4.5,n
2020-04-24,1983,101,hougang ave 1,9,hg,108,0,0,0,108,0,0,0,0,1.354937478,103.89136059999998,hg10,surface car park,electronic parking,whole day,no,yes,0,4.5,n
2020-04-24,1993,112,whampoa rd,18,kwn,96,0,0,0,49,47,0,0,0,1.326564618,103.8567475,brm1,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,11,2.0,n
2020-04-24,1993,115,whampoa rd,14,kwn,98,0,0,0,18,80,0,0,0,1.326262709,103.8573413,brm1,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,11,2.0,n
2020-04-24,1993,113,whampoa rd,18,kwn,85,0,0,0,35,50,0,0,0,1.325833304,103.8571793,brm1,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,11,2.0,n
2020-04-24,1994,114,whampoa rd,14,kwn,75,0,0,0,40,35,0,0,0,1.325395941,103.8574874,brm1,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,11,2.0,n
2020-04-24,1996,109,whampoa rd,14,kwn,79,0,0,0,53,26,0,0,0,1.327148176,103.8557009,brm1,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,11,2.0,n
2020-04-24,1996,110,whampoa rd,14,kwn,77,0,0,0,39,38,0,0,0,1.326821226,103.8558907,brm1,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,11,2.0,n
2020-04-24,1997,111,whampoa rd,14,kwn,79,0,0,0,44,35,0,0,0,1.326125529,103.8556727,brm1,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,11,2.0,n
2020-04-24,1982,334,hougang ave 5,13,hg,120,0,0,0,120,0,0,0,0,1.368862166,103.89795440000002,hg14,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,5.4,n
2020-04-24,1982,333,hougang ave 5,4,hg,24,0,0,16,8,0,0,0,0,1.368497615,103.898423,hg14,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,5.4,n
2020-04-24,1982,332,hougang ave 5,13,hg,120,0,0,0,120,0,0,0,0,1.368405832,103.8978204,hg14,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,5.4,n
2020-04-24,1982,327,hougang ave 5,13,hg,177,0,0,129,45,2,1,0,0,1.3683068319999998,103.8959876,hg14,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,5.4,n
2020-04-24,1982,328,hougang ave 5,13,hg,191,0,0,118,72,1,0,0,0,1.368743698,103.8967971,hg14,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,5.4,n
2020-04-24,1991,358,hougang ave 5,16,hg,60,0,0,0,0,0,60,0,0,1.36884149,103.8955932,hg14,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,5.4,n
2020-04-24,1991,359,hougang ave 5,4,hg,20,0,0,0,11,9,0,0,0,1.3691388880000002,103.8952644,hg14,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,5.4,n
2020-04-24,1991,360,hougang ave 5,14,hg,52,0,0,0,0,52,0,0,0,1.369427156,103.8955517,hg14,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,5.4,n
2020-04-24,1991,361,hougang ave 5,13,hg,106,0,0,0,64,42,0,0,0,1.369242268,103.8959704,hg14,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,5.4,n
2020-04-24,1991,362,hougang ave 5,16,hg,60,0,0,0,0,60,0,0,0,1.370009081,103.8960577,hg14,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,5.4,n
2020-04-24,1991,363,hougang ave 5,14,hg,114,0,0,0,54,60,0,0,0,1.369900384,103.8963935,hg14,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,5.4,n
2020-04-24,1982,114,yishun ring rd,9,ys,263,0,0,198,64,0,1,0,0,1.434137926,103.8270203,y3m,basement car park,electronic parking,whole day,sun & ph fr 1pm-10.30pm,yes,1,2.1,y
2020-04-24,1982,115,yishun ring rd,9,ys,143,0,0,94,48,0,1,0,0,1.433784164,103.8274897,y3m,basement car park,electronic parking,whole day,sun & ph fr 1pm-10.30pm,yes,1,2.1,y
2020-04-24,1999,115b,yishun ring rd,16,ys,120,0,0,0,30,90,0,0,0,1.433396056,103.8271178,y3m,basement car park,electronic parking,whole day,sun & ph fr 1pm-10.30pm,yes,1,2.1,y
2020-04-24,1999,115c,yishun ring rd,16,ys,84,0,0,0,39,45,0,0,0,1.433784164,103.8274897,y3m,basement car park,electronic parking,whole day,sun & ph fr 1pm-10.30pm,yes,1,2.1,y
2020-04-24,1999,115a,yishun ring rd,16,ys,84,0,0,0,39,45,0,0,0,1.43331769,103.8275154,y3m,basement car park,electronic parking,whole day,sun & ph fr 1pm-10.30pm,yes,1,2.1,y
2020-04-24,1982,246,jurong east st 24,12,je,88,0,0,0,12,76,0,0,0,1.341776588,103.7400573,j10,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1982,247,jurong east st 24,13,je,190,0,0,164,24,1,1,0,0,1.342024246,103.7390097,j10,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1982,248,jurong east st 24,13,je,156,0,0,112,44,0,0,0,0,1.342273144,103.7401014,j10,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1982,249,jurong east st 24,10,je,102,0,0,80,22,0,0,0,0,1.3425624230000002,103.7392597,j10,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1982,267,tampines st 21,11,tap,305,0,0,199,105,0,1,0,0,1.3507727880000002,103.9492592,t30,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1984,271,tampines st 21,11,tap,205,0,0,129,76,0,0,0,0,1.3498083230000002,103.949578,t30,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1982,10,joo seng rd,20,tp,76,0,0,0,0,76,0,0,0,1.334866323,103.8800121,ua3,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,0.0,n
2020-04-24,1982,11,joo seng rd,20,tp,76,0,0,0,0,76,0,0,0,1.33500895,103.8807063,ua3,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,0.0,n
2020-04-24,1987,20,joo seng rd,11,tp,62,0,0,0,0,0,62,0,0,1.334057601,103.8813662,ua3,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,0.0,n
2020-04-24,1987,21,joo seng rd,11,tp,58,0,0,0,0,0,58,0,0,1.333960732,103.8805818,ua3,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,0.0,n
2020-04-24,1987,19,joo seng rd,19,tp,72,0,0,0,0,72,0,0,0,1.334646362,103.8809946,ua3,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,0.0,n
2020-04-24,2015,9,joo seng rd,18,tp,146,0,0,34,112,0,0,0,0,1.334900179,103.8793343,ua3,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,0.0,n
2020-04-24,1982,125,aljunied rd,20,gl,76,0,0,0,0,76,0,0,0,1.323270062,103.8817522,m33,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1982,126,aljunied rd,20,gl,76,0,0,0,0,76,0,0,0,1.323626344,103.8821205,m33,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1982,202,jurong east st 21,4,je,12,0,0,12,0,0,0,0,0,1.336761278,103.7429663,j4,surface car park,electronic parking,whole day,no,yes,0,4.5,n
2020-04-24,1982,206,jurong east st 21,8,je,84,0,0,56,28,0,0,0,0,1.3378038209999998,103.7419978,j4,surface car park,electronic parking,whole day,no,yes,0,4.5,n
2020-04-24,1982,204,jurong east st 21,10,je,108,0,0,0,50,58,0,0,0,1.337172141,103.7424613,j4,surface car park,electronic parking,whole day,no,yes,0,4.5,n
2020-04-24,1983,201,jurong east st 21,25,je,96,0,0,0,0,96,0,0,0,1.33640567,103.7430754,j4,surface car park,electronic parking,whole day,no,yes,0,4.5,n
2020-04-24,1983,203,jurong east st 21,25,je,102,0,0,25,5,72,0,0,0,1.336833891,103.7425445,j4,surface car park,electronic parking,whole day,no,yes,0,4.5,n
2020-04-24,1982,1,delta ave,25,bm,96,0,0,0,0,96,0,0,0,1.292075251,103.8285841,h12,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1985,5,delta ave,13,bm,168,0,0,0,168,0,0,0,0,1.292231451,103.8276007,h12,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1985,2,delta ave,25,bm,96,0,0,0,0,96,0,0,0,1.291734122,103.8280261,h12,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1985,3,delta ave,13,bm,120,0,0,0,120,0,0,0,0,1.291698335,103.8273345,h12,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.5,n
2020-04-24,1982,150,silat ave,4,bm,12,0,0,8,4,0,0,0,0,1.277077068,103.8314259,te25,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1982,147,silat ave,4,bm,12,0,0,8,4,0,0,0,0,1.277276965,103.8310934,te25,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1982,149,silat ave,13,bm,129,0,0,92,33,3,1,0,0,1.277360665,103.8316002,te25,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1982,148,silat ave,13,bm,116,0,0,89,24,1,2,0,0,1.276883151,103.8308839,te25,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1982,330,jurong east ave 1,13,je,120,0,0,72,48,0,0,0,0,1.350554953,103.7300291,j22,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1982,329,jurong east ave 1,13,je,119,0,0,70,48,0,1,0,0,1.350139886,103.7299366,j22,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1983,333,jurong east ave 1,4,je,12,0,0,0,0,0,12,0,0,1.351241584,103.7309614,j22,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1983,340,jurong east ave 1,13,je,84,0,0,0,0,84,0,0,0,1.350126617,103.7306879,j22,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1984,331,jurong east ave 1,13,je,124,0,0,0,28,96,0,0,0,1.350826504,103.7304201,j22,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1984,332,jurong east ave 1,13,je,124,0,0,0,76,48,0,0,0,1.351591239,103.7301961,j22,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1982,127,geylang east ave 1,4,gl,48,0,0,0,48,0,0,0,0,1.31772915,103.8877599,ge3,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1982,128,geylang east ave 1,20,gl,139,0,0,41,41,57,0,0,0,1.318309195,103.887754,ge3,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1983,124,geylang east ave 1,20,gl,211,0,0,61,91,57,2,0,0,1.318388638,103.8866757,ge3,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1983,125,geylang east ave 1,20,gl,189,0,0,66,66,57,0,0,0,1.317443878,103.8863737,ge3,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1983,126,geylang east ave 1,10,gl,90,0,0,45,45,0,0,0,0,1.317556995,103.8871303,ge3,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,0.0,n
2020-04-24,1982,201,hougang st 21,4,hg,16,0,0,16,0,0,0,0,0,1.357795405,103.8836531,hg9,surface car park,electronic parking,whole day,no,yes,0,4.5,n
2020-04-24,1982,202,tampines st 21,11,tap,140,0,0,100,40,0,0,0,0,1.352905289,103.9525392,tm43,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,10,2.15,n
2020-04-24,1984,218,tampines st 24,12,tap,132,0,0,66,66,0,0,0,0,1.354435501,103.9522862,tm43,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,10,2.15,n
2020-04-24,1982,632,bedok reservoir rd,3,bd,55,0,0,44,9,0,0,2,0,1.3320509459999998,103.91414509999998,b54,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.3,n
2020-04-24,1982,631,bedok reservoir rd,3,bd,58,0,0,52,6,0,0,0,0,1.332959236,103.9149418,b54,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,4.3,n
2020-04-24,1982,257,jurong east st 24,13,je,235,0,0,150,84,1,0,0,0,1.344518043,103.7386303,j14,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,9.99,n
2020-04-24,1982,258,jurong east st 24,12,je,120,0,0,0,20,100,0,0,0,1.3437863490000002,103.7386358,j14,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,9.99,n
2020-04-24,1983,256,jurong east st 24,4,je,19,0,0,14,0,0,0,5,0,1.3441652730000002,103.7382634,j14,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,9.99,n
2020-04-24,1983,447,jurong west st 42,12,jw,120,0,0,12,108,0,0,0,0,1.3524812469999998,103.7203994,j49m,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,12,2.15,n
2020-04-24,1983,445,jurong west st 42,4,jw,32,0,0,8,24,0,0,0,0,1.352064243,103.7205527,j49m,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,12,2.15,n
2020-04-24,2017,560a,jurong west st 42,16,jw,150,0,90,30,30,0,0,0,0,1.353262166,103.7199561,j49m,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,12,2.15,n
2020-04-24,2017,561b,jurong west st 42,16,jw,164,0,0,60,104,0,0,0,0,1.354771816,103.7196732,j49m,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,12,2.15,n
2020-04-24,2017,561a,jurong west st 42,16,jw,164,0,0,60,104,0,0,0,0,1.354294642,103.7197572,j49m,multi-storey car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,12,2.15,n
2020-04-24,1983,243,hougang st 22,4,hg,24,0,0,16,8,0,0,0,0,1.3576414490000002,103.8917026,hg23,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1983,244,hougang st 22,12,hg,160,0,0,91,69,0,0,0,0,1.3580725319999998,103.8919468,hg23,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1983,246,hougang st 22,4,hg,19,0,0,14,5,0,0,0,0,1.3587625840000002,103.8914601,hg23,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1983,245,hougang st 22,15,hg,84,0,0,0,12,72,0,0,0,1.358411187,103.891722,hg23,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1984,240,hougang st 22,15,hg,112,0,0,56,56,0,0,0,0,1.3564226659999998,103.8906517,hg23,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1984,239,hougang st 22,13,hg,133,0,0,0,121,12,0,0,0,1.355973091,103.8904781,hg23,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1984,242,hougang st 22,12,hg,182,0,0,115,67,0,0,0,0,1.3573889769999998,103.8921679,hg23,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1984,241,hougang st 22,12,hg,158,0,0,100,58,0,0,0,0,1.356508688,103.8918406,hg23,surface car park,electronic parking,7am-10.30pm,sun & ph fr 7am-10.30pm,no,0,4.5,n
2020-04-24,1983,411,jurong west st 42,12,jw,110,0,0,0,110,0,0,0,0,1.353722571,103.7252027,j51,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,9.99,n
2020-04-24,1983,414,jurong west st 42,12,jw,109,0,0,0,109,0,0,0,0,1.352819988,103.7260349,j51,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,9.99,n
2020-04-24,1983,413,jurong west st 42,12,jw,132,0,0,0,132,0,0,0,0,1.353275791,103.7251115,j51,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,9.99,n
2020-04-24,1983,416,jurong west st 42,12,jw,88,0,0,0,12,76,0,0,0,1.352425914,103.7259246,j51,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,9.99,n
2020-04-24,1983,415,jurong west st 42,12,jw,88,0,0,0,12,76,0,0,0,1.352824319,103.7249823,j51,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,9.99,n
2020-04-24,1984,412,jurong west st 42,12,jw,132,0,0,0,132,0,0,0,0,1.353251021,103.7261403,j51,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,9.99,n
2020-04-24,1984,410,jurong west st 42,11,jw,80,0,0,0,0,0,80,0,0,1.353673528,103.7263843,j51,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,9.99,n
2020-04-24,1984,432,jurong west st 42,12,jw,94,0,0,11,83,0,0,0,0,1.352563729,103.7235695,j51,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,9.99,n
2020-04-24,1985,409,jurong west st 42,13,jw,84,0,0,0,0,0,84,0,0,1.354097927,103.7253247,j51,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,9.99,n
2020-04-24,1983,425,jurong west ave 1,8,jw,125,0,0,73,51,0,1,0,0,1.350850806,103.7244373,j52,surface car park,electronic parking,whole day,sun & ph fr 7am-10.30pm,yes,0,9.99,n
